mof,relative_humidity_percent,temperature_c,max_uptake_kgkg,rh50_percent,steepness,regen_temp_c,cycle_minutes,water_stability_score,cost_score,pore_volume_cm3g,surface_area_m2g,uptake_kgkg
MOF-801,80.0,25,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.2668579113672924
MOF-801,80.0,35,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.26535702943436495
MOF-801,80.0,45,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.2552588724122135
MOF-801,80.0,60,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.25486828355503577
MOF-801,83.0,15,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.28
MOF-801,83.0,25,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.27978462732883175
MOF-801,83.0,35,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.28
MOF-801,83.0,45,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.2508002095187989
MOF-801,83.0,60,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.23599894375598218
MOF-801,86.0,15,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.2580982359002286
MOF-801,86.0,25,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.28
MOF-801,86.0,35,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.28
MOF-801,86.0,45,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.26850952888753404
MOF-801,86.0,60,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.24874017594857895
MOF-801,89.0,15,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.28
MOF-801,89.0,25,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.28
MOF-801,89.0,35,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.26571045829491247
MOF-801,89.0,45,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.2550940598786898
MOF-801,89.0,60,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.24139299974179698
MOF-801,92.0,15,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.28
MOF-801,92.0,25,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.28
MOF-801,92.0,35,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.2680541530866028
MOF-801,92.0,45,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.25060481688223385
MOF-801,92.0,60,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.23314030997638285
MOF-801,95.0,15,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.28
MOF-801,95.0,25,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.28
MOF-801,95.0,35,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.2695805942817667
MOF-801,95.0,45,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.2534170559936212
MOF-801,95.0,60,0.28,25,0.13,65,90,0.86,0.55,0.48,990,0.22746447293517014
MIL-160,5.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.015789567129953243
MIL-160,5.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.027075802233234407
MIL-160,5.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.011217782624758435
MIL-160,5.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.012537642358017916
MIL-160,5.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.011616626787581377
MIL-160,8.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.02396186451150885
MIL-160,8.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.0035306015505835175
MIL-160,8.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.018916082588128498
MIL-160,8.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.010582247310039504
MIL-160,8.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.030091209992907774
MIL-160,11.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.021454185080214433
MIL-160,11.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.037625930166601096
MIL-160,11.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.047766563863754156
MIL-160,11.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.024482104527693824
MIL-160,11.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.019184262485652172
MIL-160,14.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.04354559199270365
MIL-160,14.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.041224056551882195
MIL-160,14.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.027675072519786383
MIL-160,14.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.043479565481095855
MIL-160,14.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.059659820841248754
MIL-160,17.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.0516796989128503
MIL-160,17.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.05234252850326303
MIL-160,17.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.0400467768589684
MIL-160,17.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.054223940847794444
MIL-160,17.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.032144542159701986
MIL-160,20.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.058395047490216234
MIL-160,20.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.08703422704455951
MIL-160,20.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.05794565427840095
MIL-160,20.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.07892025303181538
MIL-160,20.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.07993556505828696
MIL-160,23.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.09522202389095671
MIL-160,23.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.09875080323544569
MIL-160,23.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.11185271346942771
MIL-160,23.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.08238055706434835
MIL-160,23.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.0720986219417634
MIL-160,26.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.09961269514913366
MIL-160,26.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.11635195289068512
MIL-160,26.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.12896713974048749
MIL-160,26.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.11809849506921703
MIL-160,26.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.08832716751979941
MIL-160,29.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.13193730726778455
MIL-160,29.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.13615175712168415
MIL-160,29.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.14002095638876877
MIL-160,29.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.12836192979862945
MIL-160,29.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.12486700555676408
MIL-160,32.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.17356087253654537
MIL-160,32.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.16641471695985866
MIL-160,32.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.1627179127007647
MIL-160,32.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.15887910852659243
MIL-160,32.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.14519236355760187
MIL-160,35.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.20384043850615297
MIL-160,35.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2202486974061604
MIL-160,35.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.19698992801842533
MIL-160,35.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.18264405963302902
MIL-160,35.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.14987301830820995
MIL-160,38.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.22880401710565348
MIL-160,38.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2007883911322646
MIL-160,38.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.19827418175665876
MIL-160,38.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.21647232053721857
MIL-160,38.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2012425583048251
MIL-160,41.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2460906256185776
MIL-160,41.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.22736976032493764
MIL-160,41.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.23351811565212346
MIL-160,41.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.21991384229227082
MIL-160,41.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.22082739744849977
MIL-160,44.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2954145466066964
MIL-160,44.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2709249460730219
MIL-160,44.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.24823717547247798
MIL-160,44.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.23280941943652214
MIL-160,44.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.23008359961788752
MIL-160,47.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.283101438821798
MIL-160,47.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2714047272296314
MIL-160,47.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2752103016865088
MIL-160,47.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.24859415831671386
MIL-160,47.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2586370304045581
MIL-160,50.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3115034023862673
MIL-160,50.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3117686103003665
MIL-160,50.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2811129256648347
MIL-160,50.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2810257142672818
MIL-160,50.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.25534153773782386
MIL-160,53.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3046328860641775
MIL-160,53.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3052288829153025
MIL-160,53.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.28133010229255717
MIL-160,53.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.26722837598618526
MIL-160,53.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2755285999793788
MIL-160,56.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3150584430574349
MIL-160,56.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.31995036611800065
MIL-160,56.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.31667966184973984
MIL-160,56.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2711674165319188
MIL-160,56.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.26351424951205277
MIL-160,59.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.32551211230198884
MIL-160,59.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.32811323162039485
MIL-160,59.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3059468770083785
MIL-160,59.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.30988559743834954
MIL-160,59.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.28065570026110653
MIL-160,62.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3133452099813694
MIL-160,62.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.316736630335416
MIL-160,62.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.324455216547347
MIL-160,62.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.30723930947299216
MIL-160,62.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.259210249388602
MIL-160,65.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.34
MIL-160,65.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3383937032747409
MIL-160,65.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3340887995979076
MIL-160,65.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3001155780165841
MIL-160,65.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2812984711994003
MIL-160,68.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.32012230159850363
MIL-160,68.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.34
MIL-160,68.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3181887444460129
MIL-160,68.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.32599900199126125
MIL-160,68.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2791627070726994
MIL-160,71.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3373694168283676
MIL-160,71.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3153470926815294
MIL-160,71.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3173927838343543
MIL-160,71.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3203761156195411
MIL-160,71.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.27342593158062456
MIL-160,74.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.34
MIL-160,74.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.34
MIL-160,74.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3106880132403354
MIL-160,74.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.30372894773553233
MIL-160,74.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.28403836285091627
MIL-160,77.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3370143483119917
MIL-160,77.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3311748527759846
MIL-160,77.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.31417678234295515
MIL-160,77.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3069448415077397
MIL-160,77.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.27802070225257086
MIL-160,80.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3228030271549046
MIL-160,80.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3376992282365332
MIL-160,80.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.33534074289221144
MIL-160,80.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.29286269788308344
MIL-160,80.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.29096061540046203
MIL-160,83.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.330960302623321
MIL-160,83.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3270340317153203
MIL-160,83.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3354506377150745
MIL-160,83.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.30544095853497366
MIL-160,83.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.30931302838318403
MIL-160,86.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3297493867429788
MIL-160,86.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.34
MIL-160,86.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.32281576466953965
MIL-160,86.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.30293060067420036
MIL-160,86.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2986845153478856
MIL-160,89.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3374980664854644
MIL-160,89.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.34
MIL-160,89.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3252160449812636
MIL-160,89.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.29917943370975586
MIL-160,89.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.2906229264133645
MIL-160,92.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.34
MIL-160,92.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.34
MIL-160,92.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3150813510001579
MIL-160,92.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.31190309672029826
MIL-160,92.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.27134022400373414
MIL-160,95.0,15,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.34
MIL-160,95.0,25,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.32669000889645516
MIL-160,95.0,35,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3044047781554539
MIL-160,95.0,45,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.31178377821347464
MIL-160,95.0,60,0.34,32,0.11,75,60,0.82,0.75,0.43,1050,0.3053825314531971
CAU-10-H,5.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.0
CAU-10-H,5.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.001171334928608908
CAU-10-H,5.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.004739352782499857
CAU-10-H,5.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.0
CAU-10-H,5.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.016789009939827244
CAU-10-H,8.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.009203597476565115
CAU-10-H,8.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.010233829979576517
CAU-10-H,8.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.02513599132860272
CAU-10-H,8.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.008314470700106819
CAU-10-H,8.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.02144048703607376
CAU-10-H,11.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.013295186885592183
CAU-10-H,11.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.01040614677759323
CAU-10-H,11.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.001928345119958562
CAU-10-H,11.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.04529009767526332
CAU-10-H,11.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.01761544730986
CAU-10-H,14.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.03565624677406502
CAU-10-H,14.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.03235645225091428
CAU-10-H,14.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.03333942558842367
CAU-10-H,14.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.030706960402481633
CAU-10-H,14.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.05104558433890051
CAU-10-H,17.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.030088200378660564
CAU-10-H,17.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.02386577419696821
CAU-10-H,17.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.028709590669528218
CAU-10-H,17.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.023134385795432078
CAU-10-H,17.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.04556111937410916
CAU-10-H,20.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.06457219565635998
CAU-10-H,20.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.04319187060010298
CAU-10-H,20.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.03585332153867472
CAU-10-H,20.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.046091884732861216
CAU-10-H,20.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.06375927167655665
CAU-10-H,23.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.0356077319367149
CAU-10-H,23.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.07576208617848519
CAU-10-H,23.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.05375579962289988
CAU-10-H,23.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.07637156551276642
CAU-10-H,23.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.04678551856673241
CAU-10-H,26.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.08329015928590872
CAU-10-H,26.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.06863980000482404
CAU-10-H,26.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.07151944903802167
CAU-10-H,26.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.09640800723205231
CAU-10-H,26.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.08442197255342967
CAU-10-H,29.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.10148309030645325
CAU-10-H,29.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.09586103968981029
CAU-10-H,29.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.07932529816882913
CAU-10-H,29.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.09307497893886865
CAU-10-H,29.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.0910498339627092
CAU-10-H,32.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.1266585926624885
CAU-10-H,32.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.12654174182078826
CAU-10-H,32.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.1090988396315191
CAU-10-H,32.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.11665857873559472
CAU-10-H,32.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.10932975010817071
CAU-10-H,35.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.16548674445363812
CAU-10-H,35.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.17240080145222833
CAU-10-H,35.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.1423561316769865
CAU-10-H,35.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.12880432858588936
CAU-10-H,35.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.12822021444285644
CAU-10-H,38.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.16504129974044446
CAU-10-H,38.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.16342354925454272
CAU-10-H,38.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.1647356430186921
CAU-10-H,38.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.14602648146619013
CAU-10-H,38.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.15547945035126823
CAU-10-H,41.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.1924499052775297
CAU-10-H,41.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.19669699155005804
CAU-10-H,41.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.183753735761381
CAU-10-H,41.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.1694740871512906
CAU-10-H,41.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.155203812289269
CAU-10-H,44.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2104375387356067
CAU-10-H,44.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.20669972673836742
CAU-10-H,44.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.20756027275451602
CAU-10-H,44.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.19616888228612941
CAU-10-H,44.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.16707729070217825
CAU-10-H,47.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.23136289064284551
CAU-10-H,47.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.21444311004401623
CAU-10-H,47.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2139374061414857
CAU-10-H,47.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.20858059693511471
CAU-10-H,47.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.17337611480781084
CAU-10-H,50.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.24637043223241284
CAU-10-H,50.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.24708414305466508
CAU-10-H,50.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.23356515882267329
CAU-10-H,50.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.22055874815978652
CAU-10-H,50.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.20645097093666237
CAU-10-H,53.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.24572620690652103
CAU-10-H,53.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.254208276093108
CAU-10-H,53.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2405155516664812
CAU-10-H,53.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2379493307997142
CAU-10-H,53.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2069527921811359
CAU-10-H,56.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.27009803254944986
CAU-10-H,56.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2689895803630482
CAU-10-H,56.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.25488136150951884
CAU-10-H,56.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2406188194729754
CAU-10-H,56.0,60,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.23648109884117324
CAU-10-H,59.0,15,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2550729705702969
CAU-10-H,59.0,25,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2805736311095647
CAU-10-H,59.0,35,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2669627130040348
CAU-10-H,59.0,45,0.3,35,0.1,80,75,0.78,0.73,0.39,900,0.2564448512780928
